Original_Index,STATIONID,CRUISEID,Loc_date,DECSLAT,DECELAT,DECSLON,DECELON,Latitude,Longitude,DEPTH_SSTA,WIND_SPD,WIND_DIR,MIN_FISH,TOT_LIVE,FIN_CATCH,CRUS_CATCH,OTHR_CATCH,CLD_COVER,SECCHI_DSK,WECOLOR,DEPTH_EMID,DEPTH_EMAX,DEPTH_EWTR,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,AVW,Rrs_346,Rrs_348,Rrs_351,Rrs_353,Rrs_356,Rrs_358,Rrs_361,Rrs_363,Rrs_366,Rrs_368,Rrs_371,Rrs_373,Rrs_375,Rrs_378,Rrs_380,Rrs_383,Rrs_385,Rrs_388,Rrs_390,Rrs_393,Rrs_395,Rrs_398,Rrs_400,Rrs_403,Rrs_405,Rrs_408,Rrs_410,Rrs_413,Rrs_415,Rrs_418,Rrs_420,Rrs_422,Rrs_425,Rrs_427,Rrs_430,Rrs_432,Rrs_435,Rrs_437,Rrs_440,Rrs_442,Rrs_445,Rrs_447,Rrs_450,Rrs_452,Rrs_455,Rrs_457,Rrs_460,Rrs_462,Rrs_465,Rrs_467,Rrs_470,Rrs_472,Rrs_475,Rrs_477,Rrs_480,Rrs_482,Rrs_485,Rrs_487,Rrs_490,Rrs_492,Rrs_495,Rrs_497,Rrs_500,Rrs_502,Rrs_505,Rrs_507,Rrs_510,Rrs_512,Rrs_515,Rrs_517,Rrs_520,Rrs_522,Rrs_525,Rrs_527,Rrs_530,Rrs_532,Rrs_535,Rrs_537,Rrs_540,Rrs_542,Rrs_545,Rrs_547,Rrs_550,Rrs_553,Rrs_555,Rrs_558,Rrs_560,Rrs_563,Rrs_565,Rrs_568,Rrs_570,Rrs_573,Rrs_575,Rrs_578,Rrs_580,Rrs_583,Rrs_586,Rrs_588,Rrs_613,Rrs_615,Rrs_618,Rrs_620,Rrs_623,Rrs_625,Rrs_627,Rrs_630,Rrs_632,Rrs_635,Rrs_637,Rrs_640,Rrs_641,Rrs_642,Rrs_643,Rrs_645,Rrs_646,Rrs_647,Rrs_648,Rrs_650,Rrs_651,Rrs_652,Rrs_653,Rrs_655,Rrs_656,Rrs_657,Rrs_658,Rrs_660,Rrs_661,Rrs_662,Rrs_663,Rrs_665,Rrs_666,Rrs_667,Rrs_668,Rrs_670,Rrs_671,Rrs_672,Rrs_673,Rrs_675,Rrs_676,Rrs_677,Rrs_678,Rrs_679,Rrs_681,Rrs_682,Rrs_683,Rrs_684,Rrs_686,Rrs_687,Rrs_688,Rrs_689,Rrs_691,Rrs_692,Rrs_693,Rrs_694,Rrs_696,Rrs_697,Rrs_698,Rrs_699,Rrs_701,Rrs_702,Rrs_703,Rrs_704,Rrs_706,Rrs_707,Rrs_708,Rrs_709,Rrs_711,Rrs_712,Rrs_713,Rrs_714,Rrs_717,Rrs_719
37,235648,1140,2024-07-27,26.476,26.455,-83.771,-83.757,26.4655,-83.764,78.8,0.6,347.0,30.0,48.8,,,,25.0,29.0,,39.0,77.0,,31.2,28.0,21.0,37.2,37.2,37.3,,,,6.5,6.8,6.6,,,,457.48886184930234,0.013255666941404343,0.013617667369544506,0.013808335177600384,0.013937332667410374,0.014199666678905487,0.014552667737007141,0.014671668410301208,0.014873333275318146,0.01502766739577055,0.015026666224002838,0.015044000931084156,0.015278332866728306,0.015447334386408329,0.015219668857753277,0.015177001245319843,0.015646332874894142,0.0158903356641531,0.01568666845560074,0.01551200170069933,0.01562666706740856,0.015857333317399025,0.01564766652882099,0.015138003043830395,0.014761999249458313,0.014631666243076324,0.014449000358581543,0.01423166785389185,0.014081668108701706,0.013911668211221695,0.013751334510743618,0.013541999273002148,0.0133010009303689,0.013043333776295185,0.012903000228106976,0.012812669388949871,0.012529999949038029,0.01213733572512865,0.01181066781282425,0.011491000652313232,0.011128667742013931,0.010751001536846161,0.010340334847569466,0.009931334294378757,0.009663000702857971,0.009513000957667828,0.009425334632396698,0.009358000941574574,0.009269666858017445,0.00917066726833582,0.00904033426195383,0.008882667869329453,0.008694667369127274,0.008462334051728249,0.008262666873633862,0.008081001229584217,0.007912333123385906,0.007764333859086037,0.007549667730927467,0.007213333155959845,0.006877000909298658,0.00652666762471199,0.006142667029052973,0.00573866767808795,0.005326332990080118,0.004910666961222887,0.004478333983570337,0.004008000250905752,0.003584001213312149,0.003326668171212077,0.0032303340267390013,0.003138335421681404,0.003045000834390521,0.002980333985760808,0.0029173337388783693,0.0028210014570504427,0.0027206677477806807,0.002625334309414029,0.0025253344792872667,0.0024496677797287703,0.002353000221773982,0.002232000231742859,0.002124001504853368,0.002005667192861438,0.0018943343311548233,0.001834666938520968,0.0018043337622657418,0.001745001063682139,0.0016783345490694046,0.0016116667538881302,0.0015523340553045273,0.001478667021729052,0.0013843333581462502,0.0013013345887884498,0.0012083338806405663,0.0010946672409772873,0.000989666790701449,0.0009203336085192859,0.0009096681023947895,0.00038966783904470503,0.0003790011105593294,0.00037933452404104173,0.0003636671754065901,0.00035233423113822937,0.000350000336766243,0.0003706682473421097,0.0003770018520299345,0.00035233297967351973,0.00032433433807455003,0.0003106681106146425,0.00031400160514749587,0.00031366696930490434,0.00030533410608768463,0.00029566758894361556,0.00029733404517173767,0.00029966732836328447,0.0003160002233926207,0.000323334097629413,0.00031633427715860307,0.00030466789030469954,0.00028633387410081923,0.0002736678870860487,0.000262000277871266,0.000251000135904178,0.00024133299302775413,0.00023733451962471008,0.00023666706692893058,0.00023366759705822915,0.0002323351800441742,0.00023233394313137978,0.00022866700601298362,0.00022966787219047546,0.00023366759705822915,0.00023700110614299774,0.00022766801703255624,0.0002240017056465149,0.00022600094962399453,0.0002150001673726365,0.00021633443247992545,0.00021533481776714325,0.0002100002020597458,0.00021033424127381295,0.00021133448171894997,0.0002083337603835389,0.00020366783428471535,0.0002016667276620865,0.00020433466124814004,0.00022233401250559837,0.00025366805493831635,0.00027366666472516954,0.0002756671456154436,0.0002510007470846176,0.0002176668494939804,0.00021800026297569275,0.00021300029766280204,0.0002066673041554168,0.00019100122153759003,0.00017300061881542206,0.00016133363533299416,0.00016066680836956948,0.00016500118363182992,0.00015566807996947318,0.0001473339943913743,0.00013700127601623535,0.00012033370876451954,0.00010866733646253124,9.866803884506226e-05,8.933432400226593e-05,8.366691326955333e-05,7.500065112253651e-05,7.300140714505687e-05,0.00010300055146217346,0.00017033517360687256
38,235649,1140,2024-07-28,26.412,26.388,-83.864,-83.856,26.4,-83.86,106.6,4.7,62.0,30.0,22.2,,,,25.0,,,54.0,107.0,,31.3,24.0,18.4,37.3,37.2,37.3,,,,6.4,7.1,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,235650,1140,2024-07-28,26.099,26.124,-83.654,-83.653,26.1115,-83.6535,66.8,3.0,88.0,30.0,39.9,,,,,,,34.5,68.0,,30.5,27.6,22.4,37.23,37.14,37.12,,,,6.5,6.8,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,235651,1140,2024-07-28,26.015,25.99,-83.785,-83.782,26.0025,-83.7835,96.2,6.1,104.0,30.0,30.9,,,,,,,49.5,98.0,,30.7,24.5,18.9,37.25,37.17,37.28,,,,6.4,7.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,235652,1140,2024-07-28,25.945,25.92,-83.654,-83.654,25.9325,-83.654,72.2,4.2,143.0,30.0,53.1,,,,75.0,,,36.5,72.0,,30.6,27.9,21.6,37.13,37.16,37.2,,,,6.4,6.7,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,235653,1140,2024-07-28,25.821,25.798,-83.702,-83.69,25.8095,-83.696,86.0,3.7,91.0,30.0,13.5,,,,75.0,38.0,,44.5,88.0,,30.6,26.4,20.3,37.08,37.19,37.2,,,,6.5,6.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,235654,1140,2024-07-28,25.7,25.724,-83.635,-83.638,25.712,-83.6365,76.1,7.5,111.0,30.0,17.6,,,,75.0,37.0,,39.0,77.0,,31.0,29.3,21.8,37.1,37.2,37.3,,,,6.4,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,235655,1140,2024-07-28,25.554,25.567,-83.695,-83.719,25.5605,-83.707,87.8,7.0,112.0,30.0,123.3,,,,50.0,48.0,,43.0,85.0,,30.5,29.3,21.1,37.0,37.0,37.3,,,,6.4,6.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,235656,1140,2024-07-28,25.416,25.391,-83.621,-83.621,25.4035,-83.621,75.7,3.9,138.0,30.0,9.8,,,,50.0,50.0,,39.0,77.0,,31.5,29.8,22.3,37.1,37.0,37.4,,,,6.5,6.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,235657,1140,2024-07-28,25.325,25.351,-83.698,-83.694,25.338,-83.696,85.8,1.9,65.0,30.0,16.9,,,,25.0,45.0,,43.5,86.0,,30.9,29.4,20.6,37.0,36.9,37.4,,,,6.4,6.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,235658,1140,2024-07-29,25.3,25.287,-83.504,-83.481,25.2935,-83.4925,72.1,2.0,42.0,30.0,27.7,,,,25.0,,,36.5,72.0,,31.2,29.9,22.6,37.0,37.0,37.3,,,,6.4,6.4,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,235659,1140,2024-07-29,25.14,25.118,-83.428,-83.441,25.129,-83.4345,68.9,1.9,99.0,30.0,68.1,,,,25.0,,,35.0,69.0,,30.8,29.5,21.8,37.0,36.9,37.3,,,,6.5,6.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,235660,1140,2024-07-29,24.986,24.993,-83.558,-83.531,24.9895,-83.5445,73.7,3.0,157.0,30.0,62.1,,,,,,,37.5,74.0,,30.9,29.0,21.5,36.75,36.97,37.41,,,,6.4,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,235661,1140,2024-07-29,24.868,24.866,-83.444,-83.472,24.867,-83.458,68.6,2.9,37.0,30.0,70.3,,,,50.0,,,34.5,68.0,,30.7,28.6,22.2,37.04,37.07,37.26,,,,6.4,6.7,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,235662,1140,2024-07-29,24.742,24.717,-83.131,-83.133,24.7295,-83.132,56.3,4.4,41.0,30.0,13.6,,,,25.0,35.0,,28.0,55.0,,31.0,30.0,23.7,37.1,37.07,37.26,,,,6.3,6.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,235663,1140,2024-07-29,24.834,24.833,-82.882,-82.909,24.8335,-82.8955,43.3,4.4,74.0,30.0,15.1,,,,50.0,30.0,,21.5,42.0,,31.0,30.9,27.6,37.04,37.06,37.11,,,,6.4,6.3,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,235664,1140,2024-07-29,24.861,24.878,-82.658,-82.678,24.8695,-82.668,33.8,0.9,120.0,30.0,10.1,,,,75.0,32.0,,18.0,35.0,,31.4,30.9,29.5,37.03,36.89,36.77,,,,6.4,6.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,235665,1140,2024-07-29,24.934,24.909,-82.088,-82.083,24.9215,-82.0855,22.9,4.8,256.0,30.0,81.5,,,,100.0,,,11.5,22.0,,31.3,31.1,30.7,37.2,36.95,37.01,,,,6.7,6.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,235666,1140,2024-07-30,24.975,24.98,-82.496,-82.522,24.9775,-82.509,33.6,2.9,37.0,30.0,37.7,,,,100.0,,,16.5,32.0,,30.9,30.3,29.4,37.1,36.9,36.8,,,,6.4,6.4,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,235667,1140,2024-07-30,24.967,24.95,-82.643,-82.623,24.9585,-82.633,38.4,3.0,80.0,30.0,41.3,,,,100.0,,,19.0,37.0,,30.8,30.4,29.1,37.0,37.0,36.94,,,,6.5,6.4,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,235668,1140,2024-07-30,24.933,24.915,-82.847,-82.867,24.924,-82.857,45.2,2.4,99.0,30.0,41.4,,,,100.0,,,23.0,45.0,,30.8,30.5,27.3,37.02,37.02,37.09,,,,6.4,6.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,235669,1140,2024-07-30,25.047,25.022,-83.114,-83.12,25.0345,-83.117,58.7,6.4,44.0,30.0,178.2,,,,75.0,,,29.5,58.0,,30.1,29.8,25.3,36.97,36.93,37.15,,,,6.4,6.4,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,235670,1140,2024-07-30,25.096,25.071,-83.27,-83.271,25.0835,-83.2705,63.1,2.2,122.0,30.0,71.9,,,,75.0,36.0,,32.5,64.0,,30.8,29.8,23.5,37.08,37.11,37.11,,,,6.4,6.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,235671,1140,2024-07-30,25.31,25.307,-83.303,-83.331,25.3085,-83.317,63.5,3.6,66.0,30.0,51.2,,,,75.0,37.0,,32.0,63.0,,30.9,30.9,24.3,37.03,37.1,37.11,,,,6.4,6.4,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,235672,1140,2024-07-30,25.414,25.391,-83.49,-83.481,25.4025,-83.4855,70.8,7.8,351.0,30.0,9.2,,,,75.0,33.0,,36.0,71.0,,31.3,29.4,22.6,36.9,36.82,36.96,,,,6.4,6.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,235673,1140,2024-07-30,25.534,25.52,-83.389,-83.366,25.527,-83.3775,65.5,3.0,350.0,30.0,121.6,,,,75.0,39.0,,33.5,66.0,,31.3,30.3,23.7,36.96,36.74,37.15,,,,6.4,6.4,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,235674,1140,2024-07-31,25.786,25.811,-83.562,-83.56,25.7985,-83.561,73.2,4.5,105.0,30.0,15.9,,,,50.0,,,37.5,74.0,,30.6,29.4,21.8,37.04,36.95,37.26,,,,6.5,6.5,6.7,,,,457.97804977753407,0.005887556355446577,0.0063562230207026005,0.006668667774647474,0.0068917786702513695,0.007305333856493235,0.007880445569753647,0.008278001099824905,0.008608000352978706,0.008843556046485901,0.009027334861457348,0.009246445260941982,0.009674889966845512,0.009912445209920406,0.009730666875839233,0.009911779314279556,0.010526667349040508,0.0108335567638278,0.010816001333296299,0.010790889151394367,0.011040667071938515,0.011469779536128044,0.011373777873814106,0.010972222313284874,0.01071244478225708,0.01063178014010191,0.010528001934289932,0.010425778105854988,0.010334223508834839,0.010216668248176575,0.010132222436368465,0.010002221912145615,0.009835555218160152,0.009698223322629929,0.009654667228460312,0.009635556489229202,0.009428445249795914,0.009128223173320293,0.008912445977330208,0.008655556477606297,0.008373333141207695,0.008124444633722305,0.007869113236665726,0.007617778144776821,0.007480667904019356,0.007395334541797638,0.007346445694565773,0.00733533501625061,0.007292000576853752,0.007242223247885704,0.0071500008925795555,0.00701644504442811,0.006881333887577057,0.006725779268890619,0.006591556128114462,0.0064693340100348,0.006339556537568569,0.0062377783469855785,0.006076890043914318,0.005796888843178749,0.005546001251786947,0.005254445131868124,0.0049226670525968075,0.00459377933293581,0.0042288899421691895,0.003840445540845394,0.003475112607702613,0.003088223049417138,0.0027751114685088396,0.002599111758172512,0.002516223816201091,0.0024346671998500824,0.002361333929002285,0.0023242230527102947,0.0022842229809612036,0.0022173342294991016,0.002145112492144108,0.002080444246530533,0.0020048890728503466,0.0019191118190065026,0.0018242229707539082,0.001741778920404613,0.0016475559677928686,0.001569778542034328,0.0015162224881350994,0.001454222947359085,0.0014260014286264777,0.0013982222881168127,0.0013377791037783027,0.0012775564100593328,0.0012160009937360883,0.001146445283666253,0.0010697783436626196,0.0009757780935615301,0.0009046677150763571,0.0008446673746220767,0.0007615565555170178,0.0006791125633753836,0.0006217791233211756,0.0002588898641988635,0.00025444518541917205,0.00024888955522328615,0.00023488949227612466,0.00022288950276561081,0.00021222316718194634,0.00021555647253990173,0.00021622329950332642,0.00020777806639671326,0.0001964449038496241,0.00019777855777647346,0.00019711173081304878,0.00018800009274855256,0.00018266754341311753,0.0001671115605859086,0.00015911253285594285,0.00014911219477653503,0.00015200136112980545,0.0001562229444971308,0.0001673342485446483,0.0001700011343928054,0.0001664451410761103,0.00016133446479216218,0.00015244550013449043,0.00014844536781311035,0.00013755634427070618,0.00013844502973370254,0.00014200102305039763,0.00014444564294535667,0.00015422370051965117,0.00015733431791886687,0.0001595558424014598,0.00016400052118115127,0.0001660001726122573,0.00017466768622398376,0.00017800099158193916,0.00018466719484422356,0.00018800132966134697,0.0001866668462753296,0.00019088925910182297,0.00018444533634465188,0.00018600084877107292,0.00018644581723492593,0.0001833339483710006,0.00018066664051730186,0.0001791111280908808,0.00017200120782945305,0.00016266728925984353,0.00017400126671418548,0.0001806678919820115,0.00018177885795012116,0.00016822293400764465,0.0001404459326295182,0.0001166673973784782,0.0001166673973784782,0.00012022256851196289,0.00011533374345162883,0.0001000004485831596,8.000102388905361e-05,6.777876114938408e-05,6.222310912562534e-05,5.866752690053545e-05,5.06680880789645e-05,3.4445274650352076e-05,1.6667363524902612e-05,-2.218617396465561e-07,-1.1776056453527417e-05,-1.5110605090740137e-05,-1.0888195902225561e-05,-9.77681702352129e-06,-1.3555089935834985e-05,-4.000547960458789e-06,9.200101339956746e-05,0.0001862227072706446
